ORF	Sulfometuron methyl 	MMS 	Clotrimazole 	Benomyl 	Plumbagin 	Hydroxyurea 	Artemisinin 	Amantadine hydrochloride 	4-Hydroxytamoxifen 	Usnic acid 	Sodium Azide 	Nystatin 	Neomycin sulfate 	Caffeine 	Menthol 	Verrucarin 	Valinomycin 	Trifluoroperazine 	Tamoxifen 	Raloxifene 	Pentamidine 	Nigericin 	LY-294,002 	Latrunculin B 	Hydroxyethilhidrazine 	Hydrogen peroxide 	Hoechst 	Harmine 	Haloperidol 	Fenpropimorph 	Emetine 	Dyclonine 	Doxycycline 	Cyclopiazonic acid 	Clomiphene 	Cisplatin 	Chlorpromazine 	Cerulenin 	Calcium ionophore 	Anisomycin 	Amphotericin 	Amiodarone 	Alamethicin 	Actinomycin 	Abietic acid 	Wortmannin 	Staurosporine 	Conine 	Parthenolide 	Radicicol 	Mitomycin C 	Trichostatin A 	FK506 	Brefeldin A 	U73122 	Tunicamycin 	Thialysine 	Rapamycin 	Phenylarsine oxide 	Phenantroline 	Oligomycin 	Nocodazole 	Hygromycin B 	Extract 95-57 	Extract 6592 	Extract 00-89 	Extract 00-303C 	Extract 00-243 	Extract 00-192 	Extract 00-132 	Emodin 	Desipramine 	Cytochalasin A 	CG4-Theopalauamide 	Caspofungin 	Camptothecin 	Basiliskamide 	192A4-Stichloroside 	Papuamide B 	Agelasine E 	Fluconazole 	Geldanamycin 
YDR071C	-0.130275	-0.32095	0.0952	-0.5667	-0.421925	-0.34055	-0.449325	-0.884525	0.129125	-0.138675	-0.653125	0.6038	0.11875	-0.52075	-0.63255	-0.12535	0.260525	-0.0698	-0.13555	-0.899575	-0.82515	-0.119975	-0.48645	-0.5292	-0.3382	0.465625	-0.53275	-0.393625	-0.40545	-0.343375	-0.098175	-0.31285	0.32015	-0.5086	-0.2763	-0.038775	-0.62275	0.435075	-0.098875	-0.092075	0.75985	-0.40405	-0.12815	-0.11055	-0.26085	-0.050075	-0.24075	0.33285	0.18385	-0.707175	-0.28355	-0.425425	-0.030925	0.089575	-0.0616	0.257825	2.528275	0.2999	0.2072	0.884075	-0.437525	-0.33125	-0.846	-1.29065	0.087475	-0.195525	-0.034825	-0.0686	2.183225	1.157575	-0.607375	-0.153775	0.16385	1.295075	-0.586725	0.4007	-0.220525	1.957175	0.2239	-0.35455	-0.102225	-0.3823
YBL015W	0.085825	-0.03475	0.261	-0.255125	0.17385	-0.241575	0.289875	-0.273875	0.0115	0.003375	-0.1772	0.01445	-0.223525	-0.382775	-0.088625	-0.45735	0.717275	0.024325	-0.0758	-0.29125	-0.115975	0.15005	-0.257625	0.150175	-0.370525	0.03535	0.394325	-0.020075	-0.082825	-0.4779	-0.121125	-0.217725	-0.0804	-0.320525	0.03195	-0.07865	-0.215075	0.488575	-0.03605	0.200625	0.0101	-0.0222	-0.019575	-0.005575	-0.095325	1.50765	0.03885	-0.05815	0.008075	0.10835	-0.126475	0.162475	-0.086025	0.42765	-0.031775	-0.3796	-0.223875	-0.364025	0.004275	1.170025	-0.146875	0.0101	0.17535	-0.325625	-0.18915	0.295825	0.327075	0.194075	0.462475	-0.21455	-0.391225	-0.2901	-0.2252	0.0769	-0.269575	0.10405	-0.16175	0.196	-0.1182	-0.107775	0.307875	0.536375
YNL302C	-0.149625	-0.516975	-0.37805	-0.157175	-0.4613	-0.5316	-0.589925	-0.519825	-0.003825	-0.20665	-0.71345	-0.444825	1.25725	-0.477	-0.276875	1.180075	-1.225825	-0.02015	-0.11345	0.012325	-1.5496	-0.2053	0.0075	-0.14035	0.1207	-0.07665	-0.160475	-0.10115	0.105475	0.055525	-0.0174	0.22625	-0.107325	0.215525	-0.09305	-0.050425	0.1166	0.596675	-0.37885	-0.1562	-1.330775	-0.9752	-0.20315	-0.49145	-0.224125	-0.408525	-0.19135	0.077975	-0.097975	-0.7085	0.015	-0.5094	-0.039875	-0.103275	-0.1341	-0.1031	-0.2381	0.0143	-0.371175	-0.894175	0.03305	-0.826625	0.313075	0.818525	-0.491825	0.709325	-0.494275	-0.119175	-1.754725	0.035425	0.189725	0.2054	-0.015025	-0.53105	-1.253775	-0.4777	-0.43605	-0.303	-0.62015	0.094625	-0.1739	-0.427775
YOL103W	-0.07185	0.1763	0.0129	-0.259675	0.252575	0.00365	-0.043	-0.46145	-0.183375	0.3378	-0.117675	0.15045	-0.387375	-0.028075	0.0254	0.22565	-0.0132	-0.1022	0.086225	-0.2054	0.545975	0.11585	0.46735	-0.201275	0.04075	0.008175	0.2876	0.2475	-0.051875	0.1784	0.504075	-0.29615	-0.421275	-0.5334	-0.0313	0.2553	-0.081325	0.012275	-0.04385	0.245425	0.75435	0.131275	  	0.000725	0.050675	-0.140825	0.154675	0.130675	-0.114825	-0.27055	-0.137475	-0.039475	  	0.03305	0.037825	-0.07955	0.2083	-0.0959	-0.061225	-0.0796	0.163975	-0.548475	0.422175	-0.03095	-0.0432	-0.546725	0.077725	-0.4685	0.3427	-0.09675	0.315675	-0.41925	-0.13755	1.456725	-0.508225	-0.020675	-0.2228	0.889575	-0.538975	0.0047	  	-0.07275
YIL173W	0.0845	0.259625	0.326675	-0.435575	0.385175	-0.038925	0.0507	0.1512	-0.0465	0.613425	0.307475	0.0106	0.098175	0.048025	0.094675	0.24355	0.671025	0.4244	0.057925	0.0309	0.661	0.29535	-0.165225	-0.002875	0.22065	0.191675	-0.08425	-0.03285	0.041675	-0.138525	-0.115925	-0.0186	0.158075	0.017525	-0.039325	-0.2754	-0.0706	0.176925	0.249725	-0.143225	0.11805	0.1907	0.23065	0.231625	-0.1021	0.2287	-0.00185	-0.2798	-0.018225	0.0883	-0.0006	0.205975	0.500825	0.042775	0.035875	0.149625	-0.0193	0.048825	-0.005525	0.234475	0.425175	0.1078	0.096175	-0.687875	0.1807	0.102875	0.24905	0.089675	0.68735	0.221675	-0.22125	0.18075	-0.127125	-0.041725	0.072325	0.060775	0.1587	0.168475	0.01355	-0.0909	0.660475	-0.158275
YMR148W	-0.0832	-0.36475	-0.164075	-0.169875	-0.138425	-0.38495	-0.320575	-0.49425	0.04495	-1.0549	0.014925	0.129975	0.85935	-0.289825	-0.2479	-0.04195	-0.561075	-0.009875	0.001275	-0.3915	-0.043175	-0.261225	-0.3296	0.3075	-0.0091	-0.0387	-0.040825	-0.03215	-0.081925	-0.37765	0.077725	0.406975	0.07765	-0.350975	0.1812	-0.063875	-0.0716	-0.81345	0.18015	0.10065	-0.375025	-0.673225	-0.24405	0.1639	0.22675	-0.512825	0.17105	-0.076225	0.2579	-0.385025	0.01105	0.1241	0.12305	-0.06375	-0.0281	-0.15495	-0.08955	-0.295475	-0.3268	-1.78965	-0.284975	-0.5216	0.33515	0.11225	-0.3619	0.272775	0.117875	-0.025975	0.04195	1.552975	-0.32785	-0.25425	0.327275	0.961725	0.161175	-0.02105	0.08425	-0.055	0.737375	-0.32525	-0.280725	-0.2913
YLR287C	0.0815	-0.51665	0.29725	-0.41515	-0.443975	-0.05275	-0.5129	-0.041975	-0.008575	-0.3762	-0.14785	-0.1727	-0.39255	-0.10925	-0.371275	-0.363575	-0.23005	-0.150975	0.053975	-0.33585	0.0238	-0.621175	-0.336175	0.127	-0.311	0.1373	-0.0945	0.050775	0.061275	0.2366	0.104625	-0.0108	-0.045275	-0.581125	-0.113	-0.30145	-0.21085	-0.5202	0.095075	-0.09405	-0.1396	-0.60555	-0.214975	0.084475	-0.002925	-0.30165	0.039225	-0.001625	0.318375	0.406225	-0.0402	0.319725	-0.02705	-0.013075	0.0952	-0.267325	0.214825	0.14355	-0.152425	0.058325	-0.516875	0.838925	0.022525	-0.7982	-0.12535	0.6152	0.10905	-0.130425	-0.255525	-0.33655	-0.893225	-0.12615	0.029875	0.20445	-0.1499	0.07285	0.220575	-0.224725	0.275825	-0.224875	0.25565	0.23565
YDR502C	0.16905	0.02135	0.4945	-0.19565	0.17385	0.124925	0.168825	0.469425	-0.266475	0.277575	0.738825	-0.173075	-0.008825	0.16625	0.110425	0.385225	0.20415	0.272	0.014275	-0.3682	0.515925	0.22925	0.516025	-0.074	-0.363625	0.2974	0.071	0.105	0.162325	-0.02695	-0.045	0.5173	0.538325	-0.0594	0.03505	0.077975	-0.054075	-0.6585	0.1366	0.106375	-0.010625	-0.122275	0.4898	0.12885	0.043425	-0.159975	-0.01925	-0.1177	-0.336	0.894475	-0.547875	0.485425	-0.2758	0.09115	0.230325	0.209525	0.553025	0.0878	0.779575	0.131275	0.305675	0.943225	0.04005	-0.82075	0.01575	-0.263875	0.09705	0.3279	0.8891	0.05955	0.00925	0.049825	-0.140725	0.126325	0.350675	-0.07975	-0.09625	0.43585	0.009775	0.1353	0.261725	0.0657
YDR406W	0.1734	0.012175	-0.239375	0.4333	0.057475	-0.282275	0.169	0.029525	-0.27745	0.052275	0.022425	-0.1151	0.05135	0.00935	0.086775	-0.15615	-0.229575	-0.395675	-0.080725	-0.011175	0.287175	0.23665	0.0161	0.148625	0.191775	0.02305	-0.087675	0.2859	0.22795	0.0031	0.249425	0.14415	-0.12195	0.03395	0.10885	-0.1018	0.33935	-0.11075	-0.0974	0.01825	0.197425	0.12985	-0.083875	-0.11065	0.1512	0.07865	0.166525	-0.1257	0.1377	0.0926	-0.150075	-0.03025	-0.098875	-0.089475	-0.129025	-0.176725	-0.055675	0.0536	-0.16	-0.0877	-0.078525	0.137075	-0.170625	0.5618	0.033025	0.1203	-0.312525	-0.071525	-0.0185	0.110475	0.132275	-0.0589	0.0326	0.114925	0.4278	-0.025175	0.839925	-0.34465	-0.592325	-0.041725	-0.0573	-0.25095
YKL046C	0.388375	-0.333625	2.211975	-0.051725	-0.046575	0.0519	-0.274	-0.289475	-0.034675	0.57815	0.39005	0.234125	-0.752375	-0.166625	-0.223875	0.0125	1.230125	0.34585	-0.21065	-0.524	-0.592075	-0.27635	-0.109	0.407275	-0.377275	-0.244325	-0.8965	0.22345	0.1279	0.072425	-0.0637	-0.087075	0.592925	-0.15275	0.040025	-0.34335	-0.0595	-0.678475	-0.14985	0.222775	0.15335	0.074075	-0.111	-0.107075	0.13205	0.820675	0.058925	-0.152125	0.295	0.647175	0.171	0.17185	-0.222875	0.132575	0.21915	0.004775	-0.2798	-0.3199	0.7329	-1.751875	0.21905	0.281675	-0.37545	-1.02195	0.13675	-0.064025	-0.0518	-0.001375	4.336975	5.564875	-0.04805	0.075375	0.218225	3.261725	0.18775	0.29465	0.41375	2.973725	-0.2725	-0.2839	1.050025	0.674075
YNR001C	-0.034425	0.427875	0.0025	0.700425	0.114425	0.0799	0.212525	-0.05715	0.12035	0.8474	0.00685	0.846925	0.67395	0.2138	0.147425	0.7533	0.907975	-0.07695	-0.380825	0.059725	0.1716	0.02085	-0.0678	0.153325	0.14985	1.3627	-0.388325	-0.060425	-0.07755	-0.43155	0.2193	0.431275	0.471475	0.117875	-0.001925	-0.072425	-0.177975	0.264375	0.29195	0.05385	0.741925	0.00285	0.0808	-0.332825	0.037125	0.8159	0.354675	-0.298575	0.02475	0.757525	0.209175	0.0543	-0.19205	0.4114	0.253275	-0.013	0.1798	-0.1869	0.654975	0.322425	0.39195	0.612325	-0.273725	-0.00055	0.054075	-0.191875	-0.003175	0.3133	0.5282	0.269025	0.528275	-0.430175	0.088175	0.248675	0.154825	0.467075	0.314675	0.59965	0.03215	-0.241625	0.3003	0.6258
YER048C	-0.4948	-0.862425	-0.56775	-0.594375	-0.36505	-0.32375	-1.3431	-0.534125	-0.10905	-0.7649	-0.370075	1.158775	-1.373075	0.192475	-1.228575	0.282725	0.96385	0.03865	-0.4578	1.126225	0.050475	-0.725275	-0.32725	0.195475	0.02235	-0.429375	0.35075	0.254325	-0.664575	-1.0138	0.0958	-0.111575	-0.430475	-0.414	-0.11515	-0.0005	-0.0911	1.693275	0.135225	-0.658325	1.6002	-0.273125	-0.571875	-0.37445	-0.281475	1.58435	0.238225	-0.1051	-0.9944	0.01425	-0.6283	0.13805	-0.20985	0.07395	0.417325	-0.464075	0.38435	-0.342825	-0.650925	1.01135	-0.160225	0.757475	2.029575	0.354875	-0.491525	0.775225	-0.753425	-0.11415	-2.130475	-1.108075	-0.1335	-0.55665	-0.105425	0.0275	0.156925	0.310225	-0.717725	-0.3411	1.00955	0.489025	0.27055	0.707875
YMR311C	0.2292	0.2729	0.23785	-0.0432	0.126025	0.039725	-0.19	-0.2214	0.291625	0.063425	0.208475	-0.376275	-0.69625	0.207325	-0.039025	-0.00605	-0.426525	-0.343475	-0.51	-0.03035	1.095225	-0.04875	-0.06055	0.386775	0.1091	0.06225	-0.641325	0.099775	-0.56285	-0.532675	0.20405	0.079375	0.63865	-0.1533	-0.0353	-0.094075	-0.341275	0.215775	0.116375	0.20845	-0.3095	-1.7518	0.39755	0.18915	-0.113475	-0.030825	0.2144	0.05575	-0.172975	1.60535	-0.147525	0.13825	-0.153975	-0.1401	-0.17895	-0.148575	0.487475	0.238525	0.12795	-1.433825	0.52475	-0.279675	0.42465	-0.601075	-0.03585	-0.17755	-0.52005	-0.008825	-0.996025	0.375125	0.337575	-0.44845	0.067225	-0.4953	1.268625	0.009075	0.15255	-0.15375	-0.0349	0.251375	0.813	1.055075
YLL026W	-0.4572	0.35115	0.4025	-0.12085	0.398975	0.197375	-0.176	0.8581	-0.08915	-0.20105	-0.8925	0.229925	1.015175	0.2452	-0.2282	-0.111975	-2.628425	0.800125	0.544275	0.341075	0.96795	-0.092225	-0.053375	0.412225	-0.24835	3.333425	0.262425	0.1743	0.15035	0.20615	0.115475	0.112325	0.481575	0.06575	-0.0804	-0.08885	0.1076	-0.83775	-0.259225	0.284125	-0.087425	0.69405	0.227025	-0.251075	0.03895	0.206375	0.4242	-0.1142	-0.130175	0.470425	-0.19925	0.319375	-0.020225	0.324975	-0.12675	-0.163775	0.23175	0.16605	0.057425	0.69785	-0.3601	0.781325	0.0157	-0.6686	-0.3662	0.29815	-0.087425	0.129025	0.0441	0.036475	-0.239	0.401725	-0.2456	-0.31825	0.828	0.019425	-0.76795	-0.809175	0.359225	0.13635	-0.08775	0.2036
YMR306W	0.00345	0.197975	0.205325	0.030525	0.231175	-0.17855	0.344675	0.3639	0.17035	0.8242	0.182175	0.0208	0.14295	0.412325	-0.02605	0.1078	0.552025	-0.02145	0.1902	0.12555	1.093075	0.45105	0.058675	0.02945	0.358325	0.32055	-0.15545	0.283375	0.4875	-0.4093	0.087225	0.0507	0.33035	-0.0663	0.11785	-0.132225	0.059325	-0.004525	0.407125	0.052175	0.57475	0.248075	0.448925	0.078125	0.437975	-0.162075	-0.012575	-0.574775	0.10295	0.427825	-0.15175	-0.03285	0.255625	0.11255	-0.18485	-0.098325	0.035075	-0.4298	0.2393	0.2123	0.3523	0.4048	-0.014175	-0.46035	0.206275	-0.086425	0.025325	-0.0253	0.4261	0.2424	0.579175	0.03975	-0.2628	0.246925	0.305575	-0.2109	0.88545	0.030875	0.2002	-0.06495	0.33245	0.238325
YGL153W	-0.412	1.63045	0.173525	0.579675	0.2118	-0.385825	0.965675	0.15515	0.039725	1.493075	0.29995	0.339075	-0.510975	-0.106075	0.36095	-0.280525	-0.024475	-0.212125	0.21905	0.062	0.3731	0.347975	-0.159375	-0.20945	-0.109675	0.64355	0.25255	-0.376	0.273575	0.17175	-0.06495	-0.00815	0.9648	0.15055	0.28325	0.01715	0.113625	0.9319	0.0268	0.19155	-0.335975	0.903175	0.471175	-0.15185	-0.1314	-0.36485	0.345475	0.024275	0.342525	-1.006775	-0.217625	0.11375	0.199525	-0.1639	-0.242425	0.2486	-0.125625	-0.127975	-0.02355	-0.52455	0.206175	0.16235	-0.69735	0.729425	0.17125	0.105525	-0.536575	-0.014125	-0.842225	-0.513575	-0.08965	0.214275	-0.15165	-0.36005	0.158675	0.317425	0.35385	-0.441625	-0.1887	0.463125	0.140075	-0.17465
YNL242W	0.10465	0.76505	0.271825	-0.01095	0.325225	0.035225	0.171275	-0.221	0.130775	0.6314	0.2778	0.203825	0.00815	0.084325	-0.054825	0.27355	0.800925	-0.2666	-0.334425	-0.11485	0.851275	0.176225	-0.010425	0.10955	-0.1455	1.05495	0.527125	0.06455	0.08725	0.1553	0.1904	0.22855	-0.293875	-0.222075	0.0675	-0.16785	0.21465	0.240825	-0.13645	0.354875	-0.162175	0.46585	-0.4696	-0.140225	0.223675	0.17275	0.0638	-0.03475	0.24045	0.217375	0.5219	-0.047275	0.061275	0.107625	-0.0977	0.278225	0.07905	-0.42805	0.0906	-0.1042	0.1762	-0.042225	-0.07055	0.115625	0.148925	0.01065	0.001675	0.0271	0.3162	0.000775	0.2117	0.196025	0.073575	0.252975	0.12935	0.0262	0.53495	0.269425	-0.202175	-0.126075	0.53925	0.056675
YDR304C	0.01755	-0.26945	0.1206	-0.708725	-0.28215	-0.306875	-0.461525	-0.376925	0.351825	-0.418675	-0.390375	0.013775	-0.669675	-0.199375	-0.380375	-0.4734	-0.172525	-0.384	0.08745	-0.29595	0.174425	-0.833275	-0.12525	0.105425	0.019025	-0.147	-0.33405	-0.0357	-0.05505	-0.22535	0.14965	0.12245	-0.2782	-0.219775	-0.051375	0.075375	-0.567575	-0.1817	0.20035	-0.155725	-0.323675	-0.9318	0.136675	0.026125	0.1342	-0.290125	0.277625	0.1764	-0.114175	-0.58775	0.110675	-0.044175	0.23905	-0.2069	0.07465	-0.140075	0.0539	-0.00705	0.18485	-0.163625	-0.42405	-0.3217	0.28115	-1.1399	-0.4361	0.44765	0.025475	0.066875	-0.15075	-0.07965	-0.69195	-0.2047	-0.10735	0.284725	-0.48995	0.1863	-0.5347	0.020575	0.3469	-0.344975	  	-0.314575
YKR094C	0.67405	-0.204975	0.46615	-0.53065	-0.12665	-0.30005	-0.5555	-1.9035	-0.347775	-0.3205	-0.35175	0.2392	-1.87785	0.542575	-0.454575	0.27255	-0.049725	-0.691975	-0.237775	0.178425	0.1421	0.17715	-0.2149	-0.4399	-0.157625	0.0965	0.0218	-0.4324	-0.038825	-0.68655	-0.133725	-0.00065	-0.2707	0.5201	-0.232975	0.1369	-0.31095	0.8882	-0.030075	0.0351	-1.041075	-0.56975	0.60615	-1.3846	-0.134625	0.390925	0.530075	-0.396875	-0.474325	0.5722	0.167175	0.14095	-0.0811	0.2436	-0.2014	-0.1814	0.716175	-0.4991	0.2028	0.47205	0.31445	1.03465	-0.806575	-0.7797	-0.1969	-0.2883	-0.044375	-0.020925	-1.5578	-1.65805	-0.41765	-0.32785	0.4286	-0.507975	0.417325	0.55965	0.182875	-0.646175	1.8812	0.141925	1.7085	0.1945
YJL096W	-0.34765	0.171225	0.034425	0.2911	-0.0354	0.309425	0.640875	-0.652625	0.367125	-0.712575	2.860225	-0.188075	-0.0566	-0.133575	1.212875	0.012775	2.670325	-0.0596	-0.288775	0.30905	-2.13435	-0.072725	0.67	-0.3215	0.063675	4.054225	-0.63265	0.189525	0.2063	0.121425	0.402225	0.1329	-1.23135	0.08365	0.103975	-0.150975	-0.170925	-0.48645	0.04785	0.083925	0.09485	-0.26185	0.5602	0.2637	-0.147525	-1.572575	-0.1848	0.3253	0.567725	0.08785	0.36555	-0.10725	-0.205575	-0.332575	0.27365	0.429175	0.0012	0.6632	0.72775	0.7062	-0.446675	-0.4796	-0.3022	-0.42765	0.113025	-0.222725	-0.031525	-0.118	-1.449325	-1.05145	0.37835	-0.157825	0.1909	-0.1076	-0.54525	-0.431475	-0.25085	-0.668625	-0.22685	-0.293775	-0.812175	-0.653125
YDR321W	-0.058625	-0.423025	-0.31715	-0.072425	-0.633025	-0.24935	-0.75545	-0.366825	-0.02135	-0.52135	-0.44225	-0.0933	-0.406475	0.124925	-0.280575	-0.391825	0.37255	-0.130775	-0.500725	-0.161325	-0.2489	-0.5561	0.28285	0.494725	0.118925	-0.22805	-0.260525	-0.2591	-0.254375	0.145225	0.026025	0.01495	-0.427425	-0.005225	-0.158675	-0.064125	-0.2668	-0.4904	-0.3474	-0.126075	-0.16955	-1.338575	-0.322175	-0.345575	0.0763	0.367325	-0.263075	0.4711	0.09575	-0.317575	0.466075	0.36295	0.584175	-0.29475	-0.235125	-0.21635	-0.104725	-0.70935	-0.008975	0.4587	-0.314975	-0.384875	0.23845	-0.25935	-0.497825	0.440075	0.190925	-0.081725	-0.017825	0.41465	-0.3742	-0.165025	-0.055075	0.1109	-0.4422	0.1666	-0.88905	-0.16595	-0.097825	0.09065	  	0.4262
YHR026W	0.12665	0.141	-0.4359	0.65705	-0.0202	-0.0276	0.18765	-0.02025	0.097075	0.098775	0.119125	0.0583	-0.005725	-0.002375	0.18295	0.007	-0.05995	-0.30625	-0.127175	0.32805	  	0.197225	0.1392	0.268925	0.207475	0.1875	-0.1486	0.3902	0.21215	0.376575	0.154875	0.11355	0.090825	0.10725	0.255275	0.0899	0.36585	-0.134925	-0.14855	0.121475	0.11205	0.10415	-0.08285	0.15965	-0.027275	0.149125	0.08235	0.000925	0.126125	0.1651	-0.08125	0.512925	0.032575	0.0122	-0.043425	0.308175	-0.156575	0.47075	-0.08875	-0.0995	-0.301525	-0.140475	-0.14105	1.48585	0.005175	-0.08595	-0.107925	-0.008375	0.08035	0.3441	0.30785	-0.120175	0.333725	-0.02445	0.030175	-0.10115	0.36285	-0.78875	-0.135725	-0.031725	0.154625	-0.108375
YGR177C	0.035275	-0.165975	0.458225	-0.705525	-0.285325	0.05335	-0.3561	-0.32475	-0.25665	-0.1162	-0.075975	-0.0472	0.163	0.0236	-0.284825	-0.32245	-0.1619	0.091875	-0.1751	-0.092975	-0.077625	-0.278375	-0.06245	-0.15055	0.1908	-0.809925	0.14725	-0.171925	-0.29705	-0.0399	-0.0403	-0.0298	-0.096875	-0.302125	-0.13495	0.117625	-0.14545	-0.33785	-0.017625	-0.1352	-0.148575	-0.89685	0.23575	-0.100925	0.0081	-0.313875	0.090975	-0.3802	-0.141	-0.489175	-0.08755	-0.220925	0.25335	-0.087375	-0.211925	-0.1397	-0.045225	-0.111475	-0.006875	0.006375	0.012825	-0.3643	-0.286675	-1.196775	-0.2508	0.1299	0.022325	-0.021925	-0.459875	-0.556925	-0.308975	0.329675	-0.213175	-0.484125	-0.162	-0.013425	-0.644675	-0.117975	-0.077275	0.03395	-0.23555	-0.17905
YMR029C	0.65895	-1.1565	-0.2049	0.3021	-1.07395	0.1362	-0.7191	-0.1705	0.34305	-1.46435	-0.64755	0.1098	1.3816	-0.3039	-0.02385	-0.4042	-0.34745	-0.23775	-0.2323	-0.7592	-2.153	-0.5964	0.22995	0.23055	0.0568	-1.6049	0.1263	0.23635	0.2741	0.30555	-0.35365	0.60095	-1.23755	-0.18645	0.62695	0.01465	0.2629	-0.7049	-0.02175	0.1592	-0.3475	-1.2847	-0.00605	-0.16215	0.22115	-2.15395	-0.1914	-0.02255	-0.5987	-0.0176	0.57765	-0.2912	0.2607	-0.137	-0.06375	-0.0888	-0.3002	-0.23825	0.263	-1.7113	-0.54745	-1.12095	0.23445	-0.18285	-0.52845	-0.21335	0.1403	0.0255	0.13065	0.9346	-0.38115	0.18655	-0.1704	-0.31235	-0.7204	-0.08445	-0.9016	-0.3169	-0.22775	-0.3199	-0.51495	0.62625
YJL157C	0.0441	0.27535	0.256575	0.479125	0.3259	-0.016925	0.492525	0.948575	-0.104625	0.739	0.04505	0.148775	0.455925	0.074775	-0.13815	-0.16385	0.107075	0.1019	0.161825	-0.282025	0.731	0.545875	0.604925	0.2151	0.179925	0.009275	-0.442	0.124125	0.055675	-0.1505	-0.169925	0.4211	0.485275	0.05705	0.08015	0.0738	0.063725	-0.972825	0.36025	-0.100275	0.407525	0.3631	0.64435	-0.22025	-0.03565	0.996325	-0.207225	0.215825	-0.124125	0.0787	-0.3706	0.600775	-0.158625	0.278125	0.1117	0.05905	-0.143	-0.11955	0.265275	0.210625	0.240875	-0.351925	-0.452275	0.425175	0.063375	-0.161175	-0.1286	-0.246375	-0.231025	-0.078875	0.4762	0.12635	-0.06575	-0.4979	-0.333075	-0.187725	0.1598	-0.8275	0.245625	0.025075	0.226925	-0.0259
YOL128C	0.00365	0.13515	-0.145925	0.2769	-0.0546	0.102475	-0.05575	-0.354725	-0.02295	-0.07145	0.267675	-0.2772	-0.340125	0.3734	0.0687	  	0.258975	-0.364225	-0.00365	0.11395	  	  	0.033275	0.025375	0.062425	0.087325	  	0.106	0.00715	-0.0008	0.1381	-0.011575	0.062775	-0.095825	0.0574	0.025325	-0.002325	0.1475	-0.45795	  	0.0526	-0.155	  	0.179825	0.03575	-0.097975	-0.07495	-0.267975	-0.277675	-0.153225	  	-0.082575	0.02755	-0.131975	-0.16765	0.241275	0.128325	0.1557	-0.03275	0.20475	-0.01505	-0.346225	-0.048375	0.4617	-0.330525	-0.083525	-0.447425	-0.03085	-0.142075	0.2502	-0.073525	-0.281475	0.132425	0.451775	-0.484075	0.012075	-0.1839	0.036725	-0.03545	0.0257	  	-0.17105
YDL077C	0.034525	0.027725	-0.055875	-0.02185	0.023725	-0.171975	0.085125	-0.141175	0.16875	-0.000325	0.128775	-0.023125	-0.022925	0.08125	-0.036075	0.048325	-0.088925	-0.11115	0.0278	-0.0084	  	  	-0.013	0.1227	0.01845	-0.0772	-0.041025	0.065825	-0.02605	0.156925	-0.0044	-0.405225	  	0.06705	-0.01755	-0.125125	0.181025	  	-0.4342	0.05685	-0.06445	0.0768	-0.101775	  	-0.032425	0.047825	  	-0.132575	-0.06845	-0.036725	-0.258025	0.063025	0.0118	-0.01415	-0.001425	0.050975	0.013175	-0.06345	-0.001175	-0.030725	0.1115	-0.0008	0.152325	0.0967	  	0.049475	0.033825	-0.0477	-0.036	  	0.1242	0.1208	-0.104225	-0.035625	-0.09765	-0.073525	-0.030875	-0.27875	0.102225	0.0476	  	  
YGR204W	-0.0355	0.122375	0.17425	-0.232075	0.05795	0.075775	0.316675	0.38665	0.343525	0.234775	-0.665	0.368275	0.7902	-0.072575	-0.023175	-0.1578	0.0276	0.054525	0.093525	0.232375	0.73145	0.179075	0.05265	0.22095	0.1236	-0.20915	-0.0118	0.162125	0.2561	0.01685	0.178275	0.0955	-0.029575	-0.0509	0.1909	0.0416	-0.1657	-0.191775	0.0432	0.235125	0.056225	0.125775	-0.20775	0.284425	0.052975	-0.4153	0.271975	0.348	0.294175	0.287925	-0.20785	-0.15605	-0.046225	0.10045	-0.47	0.043925	-0.210725	0.438325	-0.242	-0.776125	0.032725	0.25985	0.376	-0.08675	-0.076425	0.146125	-0.136875	-0.065425	-0.9858	-0.6027	0.1752	-0.031975	-0.098775	-0.4626	0.227075	-0.060225	-0.168475	-0.448575	-0.137675	0.113675	-0.406925	0.0236
YOR115C	0.361875	-0.284	1.555975	-0.379025	-0.480175	-0.0819	-0.3171	2.815725	0.348725	-0.51275	-0.400075	0.243525	-1.7832	-0.153275	-0.321775	-0.591425	-0.298525	1.935725	2.13825	-0.14105	-0.3842	4.171175	0.019825	1.04055	0.07055	-0.468275	-1.198725	0.207375	0.864775	1.4831	-0.194825	0.178825	-0.361925	0.2593	1.458925	0.103475	2.1591	-0.37745	-0.291875	-0.13135	-0.532425	3.9037	0.161675	-0.504925	-0.127375	0.035575	1.1099	-0.124875	-0.11665	-0.389625	0.4562	0.053175	0.149625	0.0351	0.095975	-0.152075	0.1177	-0.4083	0.14405	-1.82455	-0.20195	-0.355825	-0.3483	-0.576075	0.05215	-0.42605	0.248075	0.143725	0.3803	0.4471	-0.25615	4.339175	0.05475	-0.13475	-0.35635	-0.109025	-0.7105	-0.1478	0.259675	-0.4693	0.013475	-0.508225
