ORF	Sulfometuron methyl 	MMS 	Clotrimazole 	Benomyl 	Plumbagin 	Hydroxyurea 	Artemisinin 	Amantadine hydrochloride 	4-Hydroxytamoxifen 	Usnic acid 	Sodium Azide 	Nystatin 	Neomycin sulfate 	Caffeine 	Menthol 	Verrucarin 	Valinomycin 	Trifluoroperazine 	Tamoxifen 	Raloxifene 	Pentamidine 	Nigericin 	LY-294,002 	Latrunculin B 	Hydroxyethilhidrazine 	Hydrogen peroxide 	Hoechst 	Harmine 	Haloperidol 	Fenpropimorph 	Emetine 	Dyclonine 	Doxycycline 	Cyclopiazonic acid 	Clomiphene 	Cisplatin 	Chlorpromazine 	Cerulenin 	Calcium ionophore 	Anisomycin 	Amphotericin 	Amiodarone 	Alamethicin 	Actinomycin 	Abietic acid 	Wortmannin 	Staurosporine 	Conine 	Parthenolide 	Radicicol 	Mitomycin C 	Trichostatin A 	FK506 	Brefeldin A 	U73122 	Tunicamycin 	Thialysine 	Rapamycin 	Phenylarsine oxide 	Phenantroline 	Oligomycin 	Nocodazole 	Hygromycin B 	Extract 95-57 	Extract 6592 	Extract 00-89 	Extract 00-303C 	Extract 00-243 	Extract 00-192 	Extract 00-132 	Emodin 	Desipramine 	Cytochalasin A 	CG4-Theopalauamide 	Caspofungin 	Camptothecin 	Basiliskamide 	192A4-Stichloroside 	Papuamide B 	Agelasine E 	Fluconazole 	Geldanamycin 
YDR483W	-0.130475	-0.14065	-0.2163	0.162275	0.0162	-0.1061	-0.28305	-0.07845	0.1111	-0.014225	0.2111	0.0886	0.661075	0.00975	0.169425	0.244475	0.91265	0.21255	0.074375	0.138375	0.3592	0.0582	-0.0893	0.21545	0.006225	-0.006775	0.04055	0.16135	-0.160875	-0.06935	-0.22685	-0.049825	0.068625	-0.09665	0.03195	-0.0725	0.188225	0.0038	0.115375	0.008025	0.473925	0.2166	0.236275	0.351675	0.16535	0.588725	0.34335	0.202075	-0.241675	0.044075	0.2602	0.110375	0.2361	-0.005375	0.259675	-0.0999	-0.09495	-0.434975	0.47275	0.740425	0.085525	0.18815	0.15865	0.997775	0.14185	0.5364	0.0373	0.13595	2.22515	1.788725	-0.198325	-0.277575	0.0847	1.2804	2.414825	0.181725	-0.47535	1.429925	1.4714	0.5066	-0.069325	-0.1476
YDR399W	0.0527	-0.3116	-0.02085	0.10055	-0.19705	-0.03435	-0.465	0.051175	-0.06685	-0.19225	-1.283825	-0.052325	0.175425	0.0003	-0.256675	-0.3082	0.22175	-0.00585	0.06635	-0.1969	-0.049025	-0.268125	-0.191125	-0.09465	0.68845	-0.6083	0.06255	0.21625	0.189	0.4077	0.02875	0.184775	-0.1445	0.027175	0.002225	-0.239625	0.304975	-0.2567	-0.352875	-0.091875	-0.365525	-0.3807	-0.0922	0.1231	0.146025	2.079675	0.18555	0.214725	0.10095	0.292175	-0.07975	0.028225	0.276675	0.268525	-0.129075	-0.16295	-0.486225	-0.016275	-0.020925	0.542625	0.03545	-0.02215	0.335075	-0.064525	-0.055825	0.25915	-0.34545	-0.0391	-0.326475	-0.56595	-0.162675	0.10065	0.051275	-0.252975	-0.30115	0.27155	0.3258	-0.0367	-0.429975	-0.14325	0.38235	0.909325
YBR246W	1.185375	-0.624825	0.6654	-0.035425	-0.0938	0.1413	-0.6638	2.6794	0.096	0.22905	0.47865	-0.133825	3.740425	0.02695	-0.0449	1.947025	-0.780875	1.728025	0.53975	-0.067175	-1.813625	0.61455	-0.057775	0.52245	-0.022125	-0.782475	0.896525	0.1122	-0.0731	-0.089475	0.677325	-0.061425	0.18405	0.027175	0.6588	-0.62645	1.338975	0.717925	0.250475	0.039575	0.4193	1.88165	-0.028175	-0.310425	-0.0332	2.00505	-0.062075	-0.17875	-0.422375	0.95025	0.154175	0.3683	0.215775	1.63835	0.213825	-0.3196	-0.2135	0.019075	0.855175	-1.418925	0.042	0.188825	1.457275	0.99675	0.058	0.491525	-0.399	-0.0367	1.077525	0.568425	0.036225	3.552575	-0.0436	0.00385	-0.2238	0.110975	-0.121575	0.2652	-0.4554	0.15195	0.71975	2.175725
YOL083W	0.114725	-0.0419	-0.3804	0.181825	-0.039825	-0.0921	-0.046025	-0.258425	-0.1073	0.0256	-0.096925	0.032175	-0.243975	-0.074475	-0.079125	0.3033	-0.016525	  	-0.025875	0.004325	  	  	-0.104475	  	0.070275	  	  	-0.0168	0.10435	-0.035725	  	0.05825	  	0.034375	-0.038775	-0.048975	  	0.041325	0.0731	-0.0347	  	-0.110725	  	  	0.0433	-0.02975	  	0.062225	0.0859	  	-0.043	0.421075	0.0101	-0.027825	-0.02115	-0.212525	-0.224525	-0.00775	-0.05375	-0.19205	0.048775	-0.40345	0.01595	0.3308	-0.0925	-0.164375	0.053225	0.0859	0.2073	0.432175	-0.022425	-0.06035	-0.107825	-0.04465	-0.0351	0.09315	-0.24535	0.20695	-0.1653	-0.169925	0.124675	-0.1999
YAL049C	0.2356	0.02665	-0.52315	0.6249	-0.13595	-0.0044	-0.1954	0.3729	-0.036	-0.02645	0.00425	0.0876	-0.6362	-0.22115	0.1762	0.131	-0.27835	-0.18425	0.03215	0.10335	  	  	-0.0905	0.25555	0.0225	0.0396	-0.25265	0.16435	0.01325	0.0057	0.0624	0.06585	  	-0.1409	0.07295	0.02665	0.26895	0.48645	-0.01345	  	-0.01825	0.2833	-0.2667	-0.2092	0.2061	0.04435	0.12395	-0.1184	0.1178	0.22765	  	  	0.0027	0.0051	-0.1856	-0.20715	0.12755	-0.30755	-0.0725	0.23415	0.0494	0.15035	-0.06775	1.6715	-0.16965	-0.24605	-0.23855	-0.1209	-0.2693	0.21825	0.18915	-0.0741	0.1095	-0.41355	-0.01875	-0.14725	-0.08515	-0.067	-0.10475	-0.06285	0.05945	0.1214
YLR168C	0.255625	0.476225	-0.1896	0.4875	0.56055	-0.1894	0.295225	0.004575	0.060775	0.12485	0.15125	-0.1609	-0.3035	-0.1185	0.1513	-0.12465	0.865275	-0.069625	0.310575	0.037875	-0.128225	-0.046275	-0.105075	0.191125	-0.0193	0.49435	0.090825	0.028375	-0.1285	-0.01855	0.008375	-0.135675	-0.23185	-0.34105	0.30965	0.1604	0.192175	0.037925	-0.072075	0.027825	0.0318	0.138875	-0.04945	0.0334	0.21585	-0.074325	0.0156	-0.2616	0.17245	0.006225	0.294325	-0.70565	0.016825	-0.23585	-0.0872	0.193075	-0.10085	0.2145	-0.242475	-0.111075	0.13235	0.3613	-0.305325	0.78505	0.221925	0.052325	-0.31365	0.070025	0.109575	0.356925	-0.201675	-0.06875	0.080875	0.07635	0.12105	-0.4507	-0.0509	-0.038825	-0.216075	-0.029775	0.005175	0.290825
YLR452C	0.3519	0.3723	0.313	0.219125	-0.00255	0.081775	0.1722	1.13435	0.119	-0.7601	-0.00965	-0.0557	-0.0007	-0.16425	0.394775	0.293475	-2.06775	-0.239075	-0.106575	0.163325	0.044975	-0.257025	0.1083	0.1491	-0.135675	-0.369775	-0.043175	-0.0068	0.15755	0.1726	-0.0065	0.05575	0.0294	0.759	-0.2088	0.05655	-0.120575	-1.24915	-0.591125	-0.1253	-0.213375	-0.3476	0.12225	-0.00405	-0.005275	-1.068175	-0.459075	0.418	-0.085325	-0.19775	  	0.18475	0.102975	-0.191175	-0.127225	-0.160025	0.143675	0.51725	-0.93265	0.56425	0.310925	0.252675	-0.284425	0.1766	-0.047	-0.348225	-0.156875	-0.27085	-2.623525	-1.0673	0.367075	-0.489625	-0.3049	0.1863	1.03345	0.256125	-0.0045	-1.31495	-0.661375	0.22155	-0.1215	-0.155975
YJL116C	-0.08265	-0.038325	0.216125	-0.389625	-0.045	-0.165075	0.099175	-0.530875	0.094875	-0.29085	-0.3143	-0.035825	-0.18015	-0.111025	-0.278075	-0.046175	-0.257625	-0.1973	-0.028825	-0.095375	0.216125	-0.156725	-0.073175	-0.065	0.052925	-0.029675	0.0004	0.07895	-0.224325	0.07765	-0.114725	0.2116	-0.14065	-0.148575	0.121	-0.01465	-0.016775	-0.03135	-0.045075	-0.170725	-0.124	-0.1641	0.322925	-0.13375	-0.22595	-0.26015	0.036375	-0.1046	0.37345	-0.150825	-0.07995	0.17795	-0.1382	-0.0667	0.105	0.003575	0.003125	-0.36495	-0.046	-0.003825	-0.3297	0.083825	-0.207775	-0.817275	0.22685	-0.0268	0.17805	0.296525	-0.592275	-0.261575	-0.6316	-0.28325	0.1233	-0.33345	-0.2859	-0.173525	0.16055	-0.15815	-0.01105	-0.046825	-0.0687	-0.08745
YDL069C	-0.269225	-0.4507	-0.1061	0.58025	0.0085	0.2154	0.45515	-0.3688	0.387725	0.689075	0.145875	-0.150875	0.24865	-0.055825	0.63955	0.203125	0.3608	-0.233075	-0.280475	0.113325	0.359275	0.513675	0.2903	-0.310725	0.480025	3.20745	-0.190125	0.08345	0.0949	0.3791	0.282325	0.1123	0.663875	0.505025	0.01845	-0.079875	-0.32915	-0.07725	0.191825	0.150525	-0.15905	0.18095	0.177225	0.209225	-0.13145	-0.92785	-0.2215	0.4299	0.44945	-0.237775	-0.193125	-0.35115	-0.0832	-0.138725	0.230075	0.27665	-0.386025	-0.07795	0.272475	0.129175	-0.028275	-0.09715	-0.119975	-0.9027	-0.349775	-0.1739	0.028775	0.0818	-0.132825	-0.0816	0.354425	0.04335	0.14755	0.298425	-0.228	-0.206625	-0.503075	-0.088275	-0.18635	-0.2397	-0.500775	-0.263175
YOR011W	-0.089575	-0.25285	0.03705	-0.107925	-0.292625	-0.39295	-0.02705	-0.4737	-0.582225	0.003825	-0.04095	0.35465	0.00695	0.0079	-0.2995	-0.44735	0.170375	-0.1972	-0.230425	-0.260275	0.297525	-0.6951	-0.318675	0.188925	0.037975	-0.33385	0.227075	-0.08205	-0.0614	0.387925	-0.1238	0.112275	-0.220175	-0.485475	-0.13575	-0.350375	-0.10665	-0.544475	0.018975	0.0533	-0.222625	-0.33085	-0.2156	-0.069625	0.409575	-0.165525	-0.11	-0.0476	-0.218175	-0.061325	0.0345	-0.206725	-0.003175	0.23725	-0.1986	-0.061875	-0.09585	-0.293	-0.222525	0.09055	0.218725	-0.20785	-0.171575	-0.29435	-0.100225	-0.15975	-0.1515	-0.14635	-0.122925	0.305875	-0.304125	0.28735	-0.293075	-0.0891	-0.403425	-0.2333	-0.506025	-0.348325	-0.352175	-0.142725	0.052325	-0.180975
YKL072W	0.21425	-0.3542	-0.5626	0.06645	0.025725	-0.143275	0.133825	-0.3501	-0.014025	-0.271775	-0.304525	-0.076175	-0.01385	-0.0689	-0.33905	-0.1036	0.214725	-0.172175	-0.136875	-0.292675	-0.022025	-0.153675	-0.36075	0.07345	-0.421675	0.046175	0.382575	-0.145975	-0.2574	-0.019675	0.10025	0.337725	0.116125	0.03685	0.050375	-0.172075	-0.27655	-0.2313	0.300025	0.1317	-0.1729	0.07295	-0.273775	0.014025	0.027925	-0.314375	-0.143625	-0.0538	-0.21235	0.1049	0.2625	-0.121175	-0.086225	0.14505	0.135475	-0.257525	-0.05435	-0.430975	-0.075925	-0.0831	-0.1996	0.04075	-0.107275	0.199725	0.010225	-0.054425	0.0257	-0.0304	0.472875	0.16045	-0.309175	0.134475	0.081875	-0.361275	-0.021925	0.176825	-0.0941	0.01565	-0.27765	-0.0422	-0.3302	0.250475
YER174C	0.043275	0.35485	0.69125	-0.60285	0.1626	0.407825	0.59375	0.139	-0.3942	0.40975	-0.167625	-0.12995	0.25465	0.17475	0.322675	0.10185	-0.519625	0.16565	-0.045175	0.188075	0.869725	-0.028825	0.10045	-0.0877	-0.179775	-0.40825	-0.0692	0.057225	0.004525	0.196975	0.0522	0.280525	0.201875	0.21725	-0.0483	0.190175	-0.3013	0.0175	0.371375	-0.004175	-0.025025	-0.070075	-0.1154	-0.25365	0.054225	0.165925	0.10095	-0.27615	0.098975	-0.07235	-0.178625	0.0525	-0.001675	0.31975	-0.0613	-0.344175	0.19235	-0.4218	0.109825	1.0229	0.483475	0.14585	0.282175	-0.8107	0.08015	-0.078025	-0.31855	0.24895	-0.181575	-0.543075	-0.486475	0.098425	-0.002	-0.225125	0.255175	0.3007	0.610425	-0.54405	0.2306	0.33645	-0.04525	0.2987
YGL140C	0.086575	-0.10245	-0.083675	0.026075	-0.154175	-0.07305	0.111825	0.351025	0.018975	0.078125	-0.090225	-0.0146	-0.451625	-0.18425	0.005625	-0.60155	-0.2277	0.04185	0.4175	-0.1483	0.282675	-0.182975	0.053225	0.11815	-0.164375	0.271325	0.0871	0.1657	0.029475	-0.043125	-0.49525	0.07	-0.551075	-0.07495	-0.113875	0.005725	-0.033125	0.0525	-0.102275	0.020275	0.348025	-0.1722	-0.00975	0.00715	-0.022325	-0.01815	0.0344	-0.097775	-0.199725	-0.093975	0.57025	0.395175	-0.05095	0.032675	-0.052525	-0.025175	-0.16835	-0.271225	0.063975	0.25885	0.10165	0.0093	-0.229225	-0.22145	-0.0351	-0.2202	0.114925	-0.017275	-0.360975	0.49405	-0.123125	-0.067375	-0.0312	-0.31105	0.08115	-0.125075	0.5134	-0.336925	-0.120225	0.012825	0.09375	-0.000375
YDR358W	-0.01915	-0.3477	0.0871	-0.762475	-0.3443	-0.091425	-0.4471	-0.2524	0.134475	-0.61585	-0.30875	0.148575	-0.3251	-0.116775	-0.2363	-0.2452	0.0543	0.1147	0.148875	-0.331025	-0.35905	-0.36575	-0.281275	-0.0357	-0.025225	-0.051225	-0.12215	-0.02625	-0.129925	-0.297275	0.182	0.918425	0.044175	0.021525	0.05085	0.004	-0.074925	-0.500975	-0.23285	-0.156975	-0.396425	-0.111775	0.199225	-0.06265	-0.00135	-0.043925	-0.053425	-0.17305	0.10115	-0.4765	-0.016475	0.068575	0.09155	0.0671	0.16115	-0.128475	0.137075	-0.65235	-0.1529	-0.149675	-0.232425	-0.07565	-0.50655	-0.9833	-0.422975	0.24875	0.2177	0.126175	-0.3996	-0.5249	-0.44135	-0.0585	-0.3685	-0.199875	-0.4095	-0.119475	-0.2804	0.184625	0.214375	-0.24705	0.133175	-0.14175
YBL005W	0.216475	-0.4584	0.0637	-0.334975	-0.212825	-0.215575	0.025625	-0.338575	-0.229125	0.793275	-0.22465	0.146075	-0.134275	0.008475	-0.6264	-0.32915	2.3152	0.03335	0.175075	-0.345675	0.03295	-0.27975	-0.499875	0.26625	-0.396625	-0.316775	0.27225	0.01295	-0.067625	-0.0444	-0.141675	-0.1592	0.7541	0.01245	-0.165675	-0.1243	-0.0121	0.692125	-0.3613	0.333025	-0.222525	3.368975	0.015	0.05715	-0.1032	2.5454	0.1824	-0.269225	-0.24995	0.144825	-0.0156	-0.19935	0.08125	0.93475	-0.09735	-0.112175	-0.057875	-0.65435	0.073175	1.05635	-0.081975	-0.229325	0.347875	-0.207975	-0.175325	-0.083125	0.097225	0.16295	1.10295	0.806325	-0.62665	-0.307575	-0.13445	0.3905	-0.171575	-0.174475	-0.26045	0.283375	0.091675	0.11385	0.18625	0.3973
YCR030C	-0.080225	-0.1516	0.109475	-0.323075	-0.052525	-0.395	0.0017	-0.517125	-0.47905	0.2057	0.004975	-0.133775	0.5575	-0.580125	-0.501725	-0.149425	-1.118875	-0.34215	-0.0049	-0.19425	0.5619	-0.07725	-0.015275	-0.359375	-0.05285	0.0095	0.7064	0.261425	-0.01015	0.22475	-0.21545	0.107475	-0.038975	0.51975	0.03155	0.0993	-0.0796	0.09435	-0.175325	0.097725	-0.53345	-0.04055	0.40415	-0.70785	-0.1887	-0.68885	-0.0882	0.5806	0.08935	-0.04965	-0.135675	-0.46435	-0.00425	-0.123325	-0.009825	-0.23115	-0.0737	-0.336975	-0.178925	0.405825	-0.143775	0.259625	-0.35355	-0.0637	0.098625	0.07395	-0.05435	0.008525	-1.09565	-1.71665	-0.1599	0.0143	-0.3364	-0.315925	-0.77365	-0.293725	0.23125	-0.478975	0.19335	0.110425	-0.238275	-0.033775
YBR220C	-0.33905	0.24365	0.423375	-0.2135	0.120725	0.18895	0.395025	-0.207775	-0.4939	-0.151775	0.1931	-0.07145	-0.413925	0.080375	0.16365	-0.1108	-0.362625	0.554425	-0.00545	0.083775	  	-0.324775	0.1105	0.098125	-0.4074	0.116225	0.050775	0.033025	-0.02195	-0.116275	0.065475	-0.1639	-0.076375	-0.054775	-0.07945	0.157275	-0.179525	-0.00305	0.0514	0.039075	-0.0748	-0.803075	0.155875	-0.102825	-0.099525	-0.07265	-0.154575	-0.189175	-0.08725	0.253525	0.1358	-0.34865	-0.039	-0.058025	0.32045	-0.17435	0.324025	0.035325	0.25065	0.423725	0.07675	0.30955	0.104525	-0.2333	0.5759	0.330975	0.19335	0.290175	-1.39155	-0.438125	-0.338275	-0.089875	-0.04205	-0.211375	-0.144625	-0.37535	0.268375	-0.623175	0.05155	0.282575	-0.58735	-0.0358
YMR120C	0.15775	-0.2059	-0.193125	-0.18265	-0.3377	-0.18565	0.1621	-0.371725	-0.044925	0.049125	-0.06365	0.5438	-0.3953	0.0706	-0.33635	-0.252675	-0.045	0.129775	0.0944	-0.44375	-0.055725	-0.522425	0.0384	0.040575	-0.047475	-0.359625	0.223325	0.0767	-0.042475	-0.438075	0.1037	-0.0772	0.165025	0.060075	-0.099375	-0.12935	0.146475	-0.392625	0.0446	0.4438	-0.021425	-0.109425	0.209175	0.33275	0.0885	0.350175	0.0176	-0.223575	0.12815	0.097875	0.0106	0.018725	0.22555	0.1383	-0.081475	-0.0397	-0.018275	-0.340175	0.0594	-0.53705	-0.558925	0.265025	0.009	-0.137525	-0.060075	0.329925	0.09385	-0.225175	0.17975	0.062925	-0.22005	-0.418125	-0.763225	0.192175	-0.24715	-0.0885	-0.514725	-0.323425	-0.1113	-0.12305	0.264975	0.133775
YDR107C	-0.15965	-0.319025	-0.44945	0.0463	-0.44365	-0.328475	-0.2808	-0.4596	0.022225	-0.548	-0.425825	-0.241375	-1.180975	0.0878	-0.04155	-0.2596	-0.8699	-0.04575	-0.053025	-0.203775	-0.018675	-0.297675	-0.122875	0.233375	0.0289	-0.3838	-0.108625	-0.0444	-0.1727	0.760575	0.3321	-0.1491	-0.14925	0.11675	0.070875	-0.447	0.03765	-0.145375	-0.270725	-0.114325	-0.329625	-0.58355	-0.352525	-0.22735	0.151475	-0.14125	-0.226025	-0.11535	-0.016525	-0.2733	0.082875	0.148275	0.233825	0.106825	0.0977	-0.17065	0.04485	-0.1333	0.069875	-0.135925	-0.332175	0.062075	-0.284875	0.4161	-0.259425	-0.0092	-0.255375	-0.034225	-0.62765	0.05485	-0.615625	-0.097975	0.024325	0.03175	-0.704725	0.13395	-0.39565	-0.5367	-0.321875	-0.141175	0.069875	-0.271675
YBR003W	-0.131825	-0.01935	0.10035	-0.1308	0.006475	0.015325	0.55885	0.025325	0.3205	0.2892	0.018925	-0.08675	0.2551	-0.192925	0.307425	0.052875	-0.5524	-0.057325	-0.1323	0.13435	  	-0.127575	0.242275	-0.21325	0.607175	1.709525	-0.10065	-0.02225	0.3446	-0.187075	0.30775	-0.209975	0.0488	-0.057425	-0.0591	0.17375	-0.2657	-0.09245	-0.13305	-0.297875	-0.1398	-0.319025	0.07205	0.13165	0.008875	-0.7343	-0.111125	0.28535	0.25445	-0.170775	-0.05815	  	-0.2662	-0.204375	0.09675	0.0521	-0.05125	0.164675	0.342525	-0.06235	-0.0213	-0.1562	-0.1009	-0.829275	-0.1233	-0.08045	0.1545	0.122475	-0.57665	-0.26105	0.106675	-0.292625	0.082675	0.0122	-0.227775	-0.0194	-0.063975	0.123775	0.1439	-0.01795	-0.23815	-0.086175
YDL020C	-0.1785	-0.25185	0.19695	0.814	1.24875	0.1663	0.8312	0.596975	0.0342	-0.1839	-1.587075	0.400775	-0.4903	0.971875	-0.81985	0.253625	-1.107175	-0.0442	0.039525	-0.42345	-1.793375	-0.968125	0.4393	-0.20345	-0.58575	-0.321875	0.0233	0.235725	0.245425	0.813225	0.859125	0.2121	0.024625	0.269525	0.587325	0.10645	0.349475	0.90905	-0.20995	0.7685	0.66915	0.75075	0.047625	0.283075	-0.15175	0.23335	0.8315	0.17155	0.37015	0.00145	0.0238	1.023575	0.2852	0.119775	0.6416	-0.250375	-0.11695	-0.32565	1.3572	-1.68065	-0.779175	1.22775	1.216775	0.582475	-0.125825	0.139975	0.25255	0.1798	0.65585	0.650775	0.01965	0.3662	0.653275	0.571725	0.251975	0.570825	-0.187075	0.13655	0.993125	-0.358475	1.12455	0.545825
YBR296C	-0.029925	0.11385	-0.018275	0.137625	0.176225	0.0631	0.3768	0.32565	-0.055675	0.26775	0.10175	-0.02255	0.0595	0.12575	0.146075	0.009325	0.16045	0.097875	0.048125	0.06365	0.71935	0.13895	0.1406	-0.058175	0.0446	0.05905	-0.0556	-0.1061	-0.09615	0.011175	-0.1293	-0.67935	0.18	-0.081925	0.0508	0.128075	0.19305	0.2536	-0.10735	0.043775	-0.169375	-0.034975	-0.1715	0.028825	0.100025	-0.09685	-0.031975	-0.02485	-0.37355	-0.05015	0.4147	0.12205	0.055675	-0.1835	0.02615	0.105225	-0.0689	0.389425	-0.0475	0.181525	0.2502	-0.24015	-0.002625	0.267175	0.01775	-0.049075	-0.222425	-0.030875	-0.04075	0.075	0.420625	-0.216375	-0.0377	-0.092475	-0.03035	0.015725	0.39705	0.10415	-0.0485	-0.003675	0.143775	0.032975
YKL007W	0.304025	-0.31795	-0.099925	0.21415	-0.022525	-0.20375	-0.109575	0.428575	0.101175	0.13945	0.205675	0.1494	-0.443175	0.273625	0.0864	0.329025	0.171325	-0.082725	0.29485	0.3768	-0.539025	0.12935	0.144925	0.420475	-0.0832	-0.29985	-0.422975	0.02175	0.0024	-0.018875	0.699	-0.200075	-0.219475	-0.08805	-0.048925	-0.139175	0.196375	0.4184	0.168075	0.189725	0.384775	1.109875	0.72175	-0.253075	0.030375	0.8674	0.078	0.2139	-0.225025	-0.055625	-0.032775	-0.033275	0.110225	-0.1153	-0.13105	-0.277275	-0.142325	0.968925	-0.093025	-0.69565	0.0086	0.176275	-0.15485	0.41955	-0.16905	-0.27635	-0.157375	-0.06905	0.945125	1.46635	0.032425	0.356075	0.9787	1.285425	0.25775	-0.0884	0.1622	1.025125	1.166775	-0.011	0.359275	0.0161
YPL005W	0.0581	0.166925	-0.1896	0.641475	-0.10265	0.268975	0.81645	-0.290625	0.236225	-0.6018	2.781875	0.0421	0.0467	-0.20595	0.958625	0.179425	1.25285	-0.362225	-0.1444	0.3345	-1.976525	-0.12165	0.300875	-0.242975	0.50025	2.17675	-0.444675	0.0095	0.345525	0.0408	0.260425	0.14715	-0.764275	0.451775	0.107775	-0.16125	-0.312275	-0.093425	-0.099325	-0.0385	0.087775	-0.25775	0.0958	-0.085275	-0.1978	-1.5333	-0.277875	0.0534	0.386975	-0.305775	0.0331	-0.1837	-0.010475	-0.35065	0.07665	0.1724	-0.216075	0.636475	0.455625	0.095225	-0.191675	-0.662275	-0.02975	0.53725	-0.1302	0.027975	-0.10205	-0.0902	-1.65875	-0.898125	0.8373	-0.184225	0.282375	-0.483525	-0.39675	-0.26905	-0.3123	-0.830425	-0.49915	-0.13925	-0.394225	-0.60065
YER011W	0.02205	0.207675	-0.099175	0.239325	0.04515	-0.05295	0.068	0.4614	0.0009	0.08365	0.05995	-0.007975	0.193175	0.14235	0.073525	-0.030575	-0.0962	0.02475	0.06535	0.045075	0.515175	0.0214	0.346725	0.13485	0.096525	-0.2299	-0.008175	0.033975	-0.0102	0.5461	0.035575	-0.08555	0.1397	0.14015	0.120475	0.176125	0.2008	0.4845	-0.18655	-0.0478	0.182575	-0.045275	-0.25965	-0.25175	0.15775	-0.0739	-0.000925	0.1134	-0.01465	0.0977	0.03715	0.049	-0.082175	-0.227	-0.1008	-0.06065	0.03015	-0.31735	-0.10915	0.00105	0.03345	-0.088125	-0.44395	0.178725	-0.05195	-0.01445	-0.11665	0.086575	-0.206725	0.014175	0.108025	-0.036225	0.0488	-0.2064	0.229875	0.003725	0.115875	-0.053125	-0.228375	-0.04325	-0.114575	0.000625
YJR126C	0.0955	0.254825	-0.0143	-0.2617	-0.107425	-0.134375	-0.041775	1.256475	-0.3486	0.0475	0.121375	-0.24795	0.423525	0.290025	0.25305	-0.1644	0.07865	0.4082	0.249225	-0.06035	0.4069	0.1962	0.112325	-0.182275	0.283775	-0.0593	-0.151125	0.3176	0.164625	0.075975	-0.242075	-0.35565	-0.1052	-0.2809	0.24805	0.0757	0.87895	0.5071	-0.15415	-0.004125	-0.2948	0.111075	-0.056175	0.1557	0.18675	0.79985	0.03395	-0.199325	-0.34285	-0.165775	-0.248025	-0.2955	-0.21145	-0.10855	-0.092125	0.21145	0.233575	0.08745	0.1561	-0.272025	0.112825	-0.125975	-0.002075	0.180825	0.12145	-0.15755	0.04095	-0.057225	0.113075	0.001775	0.4956	0.46345	-0.0316	0.0419	-0.157675	-0.02065	0.2758	0.1213	0.240125	-0.29615	0.334375	0.045525
YDR415C	0.25835	-0.0815	0.2242	0.22535	-0.077575	-0.06835	-0.144325	0.353275	0.1556	0.0759	-0.0916	0.005425	-0.230275	-0.232225	-0.5386	0.380875	-0.41555	0.282375	0.125925	-0.10505	0.181475	-0.15615	0.1611	0.955625	-0.64585	0.2002	-0.2204	0.04155	-0.09085	-0.184	-0.0291	0.154975	0.27345	-0.6145	-0.068175	0.05945	0.124075	1.007825	-0.05675	-0.370325	0.3107	-0.012575	0.09735	0.3415	0.084975	2.396025	0.22935	-0.386175	-0.18875	1.448375	-0.34035	0.214725	0.382725	0.456625	-0.219475	-0.253325	-0.071175	0.37495	0.5997	-0.033025	0.04515	0.169575	-0.059925	-0.14345	-0.04735	0.195175	-0.003275	-0.0219	-0.66375	-0.114825	-0.018675	0.6347	-0.093675	-0.32735	0.082225	0.0674	-0.0602	-0.635675	-0.15115	-0.0521	1.444175	1.3796
YKR013W	0.20265	0.1163	-0.14715	0.43335	0.107475	-0.003	0.212	0.206	-0.07445	0.428275	0.09475	0.072975	0.135725	-0.061675	-0.134375	-0.0299	0.618325	0.225975	0.017825	-0.006675	0.523775	0.250725	-0.0109	0.45695	-0.012925	0.361725	0.0153	0.1733	0.01415	0.12595	-0.3539	0.132725	0.495325	0.19105	-0.023525	-0.1927	0.067525	0.313425	-0.1298	-0.269125	0.07345	0.60565	-0.05935	0.32665	0.120175	0.170625	0.10965	-0.062	-0.16495	0.274225	0.23125	0.12435	-0.152875	0.0002	-0.1967	0.075	-0.2818	-0.137	-0.03215	0.404375	0.10085	0.226875	0.112175	1.297275	-0.010975	0.099475	-0.087	-0.00325	0.726875	0.784975	0.132375	0.303125	0.408375	0.44475	1.060675	-0.217275	-0.120675	-0.043275	0.14805	0.127125	0.140625	0.306675
YNR007C	0.07155	0.309925	-0.073675	0.02395	0.3155	-0.05175	0.472275	0.337225	0.068725	0.374475	0.176725	-0.097625	0.128725	-0.00065	0.12655	0.045475	-0.052875	-0.389275	0.097475	0.166275	0.5831	0.3123	0.096175	-0.05675	0.333325	-0.0787	0.12085	0.0109	-0.122275	-0.07945	0.021325	0.051875	-0.0292	-0.0436	0.19805	-0.104775	-0.0074	0.1362	-0.1226	-0.22195	0.23515	0.01715	-0.396375	-0.221475	0.01755	-0.0148	-0.11835	-0.481175	-0.23515	-0.06135	0.44175	-0.167425	-0.22975	-0.1099	-0.129325	-0.104825	-0.116875	0.51165	-0.1331	0.033575	0.4521	-0.236575	-0.266925	0.04545	-0.0913	0.139025	-0.236175	0.150925	-0.082325	0.1327	0.30545	-0.180825	0.019175	0.161875	0.177475	0.0683	0.519	-0.002775	-0.241525	0.118	0.0059	0.294475
